age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
42,Private,314649,High school,9,Married-spouse-absent,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0,0,40,?,<=50K
22,Private,283969,High school,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,Mexico,<=50K
32,Self-emp-not-inc,35595,High school,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
25,Private,410240,High school,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
66,Private,178120,Lower education,3,Divorced,Priv-house-serv,Not-in-family,Black,Female,0,0,15,United-States,<=50K
26,State-gov,294400,High school,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38,United-States,<=50K
46,Private,65353,Some college,10,Divorced,Transport-moving,Own-child,White,Male,3325,0,55,United-States,<=50K
55,Private,189719,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
24,Private,23438,High school,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,178037,High school,9,Never-married,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
22,Private,109815,Some college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,197860,High school,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,271933,High school,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
54,Private,141663,High school,9,Never-married,Other-service,Not-in-family,White,Male,0,0,15,United-States,<=50K
56,Private,92215,Lower education,5,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,>50K
47,Private,93449,High school,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,60,Japan,<=50K
29,Private,235393,High school,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
53,Private,151864,High school,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,189277,High school,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
42,Private,344572,High school,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K
21,Private,265356,Some college,10,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K
36,Self-emp-inc,166880,High school,9,Never-married,Other-service,Not-in-family,White,Female,0,0,70,United-States,<=50K
60,Private,188650,Lower education,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,?,>50K
69,Private,213249,Associate degree,11,Widowed,Sales,Not-in-family,White,Female,0,0,25,United-States,<=50K
31,Private,112627,High school,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
48,Private,125120,Some college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,55,United-States,<=50K
23,Private,60409,High school,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Private,243190,Associate degree,12,Separated,Craft-repair,Unmarried,Asian-Pac-Islander,Male,8614,0,40,United-States,>50K
47,Private,583755,High school,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K
36,Private,68089,High school,9,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
39,Private,306646,Associate degree,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
22,Private,186573,High school,9,Never-married,Transport-moving,Not-in-family,White,Female,0,0,46,United-States,<=50K
27,Private,279580,Bachelor's degree,13,Never-married,Sales,Not-in-family,White,Male,10520,0,45,United-States,>50K
36,Private,437909,High school,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
54,Private,420691,Lower education,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
33,Federal-gov,94193,High school,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
42,Private,154076,High school,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K
52,Private,145879,Some college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,<=50K
23,Private,208946,Bachelor's degree,13,Never-married,Sales,Own-child,White,Male,0,0,32,United-States,<=50K
33,Private,231826,Lower education,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
30,Private,178587,Associate degree,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
35,Private,213208,Associate degree,11,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,38,Jamaica,<=50K
27,Private,153869,High school,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,37,United-States,<=50K
24,Private,88676,High school,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
44,Local-gov,151089,High school,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
62,Private,138621,Associate degree,11,Separated,Priv-house-serv,Not-in-family,Black,Female,0,0,20,United-States,<=50K
45,Private,30457,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
75,Self-emp-not-inc,213349,High school,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,<=50K
47,Private,192776,Bachelor's degree,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
64,Private,192884,Professional school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
54,Private,103024,High school,9,Divorced,Tech-support,Not-in-family,White,Male,0,0,42,United-States,>50K
41,Federal-gov,510072,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
33,Private,178615,Associate degree,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,249956,Some college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K
51,Private,177705,Bachelor's degree,13,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
45,Self-emp-inc,121124,Professional school,15,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K
43,Private,557349,Lower education,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Yugoslavia,<=50K
30,Private,89735,High school,9,Never-married,Craft-repair,Own-child,White,Male,0,1504,40,United-States,<=50K
32,Private,222548,High school,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
45,Private,47314,Some college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,?,>50K
61,Private,316359,Some college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,200089,Lower education,2,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,40,England,<=50K
56,Private,271795,Lower education,7,Divorced,Craft-repair,Not-in-family,White,Male,0,0,49,United-States,<=50K
28,Private,31801,High school,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,60,United-States,<=50K
23,Private,196508,Some college,10,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,40,United-States,<=50K
55,Private,189933,Some college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,84,United-States,<=50K
33,Private,361497,High school,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,<=50K
22,Private,150175,Some college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
43,Local-gov,155106,Associate degree,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
32,Self-emp-not-inc,62272,High school,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Private,189916,Some college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
18,Private,324011,Lower education,5,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K
35,Private,105803,Some college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
29,Private,107998,High school,9,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
19,Private,340567,Lower education,2,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,55,Mexico,<=50K
39,Private,167777,Lower education,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
29,Private,228860,Some college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K
45,Self-emp-inc,40666,Professional school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
44,Private,277488,Some college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,40,United-States,>50K
42,Local-gov,195897,Lower education,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,242984,Bachelor's degree,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
52,Local-gov,236497,Bachelor's degree,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
64,Private,59829,High school,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,France,<=50K
30,Private,24292,Bachelor's degree,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
43,Local-gov,180407,Bachelor's degree,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,42,Germany,<=50K
49,Self-emp-not-inc,121238,Some college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
35,Private,281982,Some college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
37,Self-emp-not-inc,348739,Professional school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
49,Private,194189,Lower education,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,329130,Lower education,7,Separated,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
22,Private,205939,Bachelor's degree,13,Never-married,Exec-managerial,Own-child,White,Male,2202,0,4,United-States,<=50K
31,Private,62165,High school,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
26,Private,224361,Some college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,34722,Some college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
38,Private,175972,Some college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
33,Self-emp-not-inc,359428,High school,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
18,Private,268952,High school,8,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
32,Private,257978,Associate degree,11,Widowed,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K
27,Private,118799,High school,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,State-gov,78356,Master's degree,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,Jamaica,<=50K
30,Self-emp-not-inc,609789,Associate degree,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,123157,High school,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,38,United-States,<=50K
74,Private,84197,Master's degree,14,Divorced,Sales,Not-in-family,White,Female,0,0,10,United-States,<=50K
36,Private,162312,High school,9,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,70,South,<=50K
36,Private,138441,Associate degree,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,55,United-States,<=50K
29,Private,239753,High school,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2057,20,United-States,<=50K
39,Private,262158,Bachelor's degree,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K
25,Self-emp-inc,133373,Bachelor's degree,13,Never-married,Sales,Not-in-family,White,Male,0,0,80,United-States,<=50K
21,Private,57916,High school,9,Separated,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
39,State-gov,142897,Associate degree,11,Never-married,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K
38,Private,161016,Some college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,32,United-States,<=50K
20,Private,227491,High school,9,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,25,United-States,<=50K
51,Private,306790,High school,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,33831,High school,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Private,188972,Some college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
50,Private,313546,High school,9,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
38,Private,220585,High school,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
25,Local-gov,476599,Bachelor's degree,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Private,163665,Some college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
36,Private,306646,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
41,Private,206470,Bachelor's degree,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Germany,<=50K
34,Private,169583,Master's degree,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
19,State-gov,127085,Some college,10,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,<=50K
18,Private,152044,Lower education,6,Never-married,Other-service,Own-child,White,Female,0,0,3,United-States,<=50K
36,Private,111387,Lower education,6,Divorced,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
46,Private,102318,Some college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,40,United-States,>50K
29,Private,213692,Some college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,45,United-States,<=50K
23,Private,163665,High school,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,32,United-States,<=50K
35,Private,30529,High school,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,290226,High school,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
40,Private,182136,High school,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,73266,Some college,10,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
19,State-gov,60412,Some college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
70,Private,187891,Lower education,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,194304,Some college,10,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,55,United-States,<=50K
35,Private,160910,Some college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
25,Private,148300,Some college,10,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
39,Private,165743,Some college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
50,Private,123174,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,37,?,>50K
43,Private,184018,Associate degree,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
37,Federal-gov,188069,Some college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Philippines,>50K
51,Private,138852,High school,9,Married-civ-spouse,Other-service,Husband,White,Male,7298,0,40,El-Salvador,>50K
20,Private,164441,High school,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
21,Private,199419,Some college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Private,181342,High school,9,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,0,0,40,United-States,<=50K
44,Private,173382,Associate degree,12,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
17,Private,184924,Lower education,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,1719,15,United-States,<=50K
25,Private,215384,Lower education,7,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,State-gov,424094,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Federal-gov,212120,Associate degree,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
42,Private,185764,Some college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,<=50K
46,Local-gov,133969,Master's degree,14,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
22,Private,32616,Some college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
49,Private,149210,High school,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
21,Private,161210,High school,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
53,Private,285621,Master's degree,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
43,Private,282069,Some college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,42,United-States,<=50K
22,Private,97508,High school,9,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,<=50K
33,Private,356823,Bachelor's degree,13,Never-married,Prof-specialty,Not-in-family,White,Female,10520,0,45,United-States,>50K
28,Private,171133,Associate degree,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
25,Private,231638,Some college,10,Never-married,Tech-support,Unmarried,White,Female,0,0,24,United-States,<=50K
40,Private,191342,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,China,>50K
50,Private,226497,Some college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,>50K
48,Self-emp-not-inc,373606,Some college,10,Divorced,Sales,Unmarried,White,Male,0,0,65,United-States,>50K
30,Private,39150,High school,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,288840,High school,9,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,38,United-States,<=50K
34,Private,293703,Some college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
42,Private,79586,Bachelor's degree,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
48,Self-emp-not-inc,82098,Some college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,65,United-States,<=50K
38,Private,245372,Bachelor's degree,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,United-States,>50K
29,Private,78261,High school,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,355996,Lower education,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
64,Private,218490,Bachelor's degree,13,Divorced,Exec-managerial,Not-in-family,White,Male,27828,0,55,United-States,>50K
44,Private,110908,Associate degree,11,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,25,United-States,<=50K
42,Federal-gov,34218,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,>50K
49,Private,248895,High school,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
25,Private,363707,High school,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,272411,Bachelor's degree,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,128033,Some college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
20,Private,177287,High school,9,Never-married,Sales,Not-in-family,White,Female,0,0,38,United-States,<=50K
44,Private,197344,High school,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,<=50K
45,Private,285858,Bachelor's degree,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
27,Self-emp-inc,193868,High school,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
18,Private,232082,High school,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
38,Private,27408,High school,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,50,United-States,<=50K
45,Private,247043,Lower education,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,<=50K
27,Local-gov,162404,High school,9,Never-married,Protective-serv,Not-in-family,Black,Male,2174,0,40,United-States,<=50K
64,Private,236341,Lower education,3,Widowed,Other-service,Not-in-family,Black,Female,0,0,16,United-States,<=50K
66,Local-gov,179285,High school,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3432,0,20,United-States,<=50K
34,Private,30433,Bachelor's degree,13,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
45,Self-emp-not-inc,102771,Bachelor's degree,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
42,Self-emp-not-inc,221172,High school,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,108116,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,United-States,>50K
26,Private,375499,Lower education,6,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,20,United-States,<=50K
27,Private,178688,Associate degree,11,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
21,Private,276709,Some college,10,Never-married,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K
47,Private,84790,Some college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20,State-gov,37482,Some college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
46,State-gov,178686,Bachelor's degree,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
55,Private,110748,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K
28,Private,116613,Some college,10,Never-married,Tech-support,Own-child,White,Female,0,0,24,United-States,<=50K
21,Private,108687,Some college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
36,Private,365739,High school,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,195284,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,>50K
38,Private,125933,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,?,>50K
37,Private,140854,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
81,Self-emp-not-inc,193237,Lower education,2,Widowed,Sales,Other-relative,White,Male,0,0,45,Mexico,<=50K
41,Private,46870,Some college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,351324,Bachelor's degree,13,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
30,Self-emp-not-inc,189265,Associate degree,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,236564,High school,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Federal-gov,557644,High school,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
30,Private,374454,High school,9,Divorced,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K
18,Private,122775,High school,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
26,Private,214413,Lower education,7,Never-married,Machine-op-inspct,Unmarried,White,Male,6497,0,48,United-States,<=50K
30,Private,329425,Some college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,48,United-States,<=50K
61,Private,178312,Associate degree,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,<=50K
21,Private,241951,High school,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K
53,Private,130143,High school,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
41,Self-emp-inc,114580,Professional school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,2415,55,United-States,>50K
43,Self-emp-inc,130126,Some college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States,>50K
60,Private,399387,Lower education,4,Separated,Priv-house-serv,Unmarried,Black,Female,0,0,15,United-States,<=50K
47,Private,163814,Lower education,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,69586,Some college,10,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
32,Private,237903,Bachelor's degree,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Private,243165,Bachelor's degree,13,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
33,State-gov,173806,Master's degree,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,<=50K
27,Self-emp-not-inc,65308,High school,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
44,Private,408531,High school,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,>50K
44,Private,235786,Some college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,45,United-States,>50K
37,Private,314963,Some college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,81206,High school,9,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
51,Federal-gov,293196,Some college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
51,Private,95329,Master's degree,14,Divorced,Protective-serv,Unmarried,White,Male,0,0,40,United-States,<=50K
25,Local-gov,45474,Bachelor's degree,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
25,Private,372728,Bachelor's degree,13,Never-married,Other-service,Not-in-family,Black,Female,0,0,24,Jamaica,<=50K
29,Federal-gov,116394,Bachelor's degree,13,Married-AF-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
36,Self-emp-not-inc,34180,High school,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,70,United-States,>50K
55,Private,327589,High school,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,Private,706180,Bachelor's degree,13,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Private,32550,Lower education,6,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,173858,Professional school,15,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,India,<=50K
51,Self-emp-inc,230095,Associate degree,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
30,Private,139012,Associate degree,11,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,2463,0,40,Vietnam,<=50K
62,Private,174711,High school,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,<=50K
37,Private,171150,Bachelor's degree,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,United-States,>50K
30,Self-emp-inc,77689,Bachelor's degree,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,50,United-States,>50K
27,Private,193898,Bachelor's degree,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,52,United-States,<=50K
